FROM,TO,ROCK,AU,AG,CU,XCOLLAR,YCOLLAR,ZCOLLAR
262.254,264.754,1.0,1.568,110.2658255,1.02778345,2043.918457,740.3411255,587.6248169
264.754,267.254,2.0,1.8584,113.8402886,0.0,2043.918457,740.3411255,587.6248169
267.254,269.754,2.0,3.11743,141.6941712,0.41456886,2043.918457,740.3411255,587.6248169
269.754,272.254,1.0,3.02987,110.5285284,0.0,2043.918457,740.3411255,587.6248169
272.254,274.754,1.0,5.21448,148.211347,3.77770345,2043.918457,740.3411255,587.6248169
274.754,277.254,2.0,9.01124,139.375814,4.1713358,2043.918457,740.3411255,587.6248169
277.254,279.754,1.0,8.32414,236.0101436,4.1713358,2043.918457,740.3411255,587.6248169
279.754,282.254,2.0,9.47189,319.16292524,3.29453514,2043.918457,740.3411255,587.6248169
282.254,284.754,2.0,9.38816,205.6627621,1.30156236,2043.918457,740.3411255,587.6248169
284.754,287.254,2.0,9.6202,0.0,3.68429063,2043.918457,740.3411255,587.6248169
287.254,289.754,2.0,4.63512,127.678836,4.1713358,2043.918457,740.3411255,587.6248169
289.754,292.254,2.0,3.96817,90.86854133,0.25687531,2043.918457,740.3411255,587.6248169
292.254,294.754,1.0,3.0677,133.4584936,4.04996152,2043.918457,740.3411255,587.6248169
294.754,297.254,1.0,3.10774,84.61524629,0.0,2043.918457,740.3411255,587.6248169
297.254,299.754,2.0,3.17324,0.0,1.87500992,2043.918457,740.3411255,587.6248169
299.754,302.254,2.0,2.77193,38.18879223,1.25593905,2043.918457,740.3411255,587.6248169
302.254,304.754,2.0,5.0255,125.603914,0.24587904,2043.918457,740.3411255,587.6248169
304.754,307.254,3.0,5.86868,69.34206099,1.30020549,2043.918457,740.3411255,587.6248169
307.254,309.754,3.0,5.68594,273.547146,4.01615151,2043.918457,740.3411255,587.6248169
309.754,312.254,3.0,5.32174,68.03424658,1.49837818,2043.918457,740.3411255,587.6248169
312.254,314.754,3.0,6.4356,162.3837759,1.31294763,2043.918457,740.3411255,587.6248169
314.754,317.254,3.0,6.38045,184.0003525,1.09395188,2043.918457,740.3411255,587.6248169
317.254,319.754,3.0,5.037,92.2033016,2.58947642,2043.918457,740.3411255,587.6248169
319.754,322.254,3.0,9.01085,190.0522665,0.0,2043.918457,740.3411255,587.6248169
322.254,324.754,2.0,8.10351,194.8336666,3.2368607,2043.918457,740.3411255,587.6248169
324.754,325.063,2.0,8.78884,161.6437492,2.9196442,2043.918457,740.3411255,587.6248169
0.0,187.999,0.0,0.0,0.0,0.0,2085.572266,717.0028076,586.1765747
187.999,190.176,1.0,5.89468,69.00070582,1.53046442,2085.572266,717.0028076,586.1765747
190.176,192.676,1.0,4.14481,157.5531107,0.76630014,2085.572266,717.0028076,586.1765747
192.676,195.176,1.0,4.36118,138.8036894,1.103755,2085.572266,717.0028076,586.1765747
195.176,197.676,1.0,4.57814,189.4795723,3.47718296,2085.572266,717.0028076,586.1765747
197.676,200.176,2.0,3.24897,80.32875547,0.65122495,2085.572266,717.0028076,586.1765747
200.176,202.676,2.0,1.77241,26.04218802,1.48732596,2085.572266,717.0028076,586.1765747
202.676,205.176,2.0,1.46995,47.88894557,0.30162297,2085.572266,717.0028076,586.1765747
205.176,207.676,2.0,1.12957,24.25242377,0.0,2085.572266,717.0028076,586.1765747
207.676,210.176,2.0,1.87194,67.67979612,1.48913299,2085.572266,717.0028076,586.1765747
210.176,212.676,2.0,2.09874,54.15802833,1.64315949,2085.572266,717.0028076,586.1765747
212.676,215.176,2.0,3.51604,54.03006717,0.40095222,2085.572266,717.0028076,586.1765747
215.176,217.676,2.0,2.87567,118.4562907,1.33918893,2085.572266,717.0028076,586.1765747
217.676,220.176,1.0,5.08766,110.6880754,1.02239509,2085.572266,717.0028076,586.1765747
220.176,222.676,1.0,5.38733,126.9481944,2.43359944,2085.572266,717.0028076,586.1765747
222.676,225.176,1.0,3.85809,96.8533623,0.71094252,2085.572266,717.0028076,586.1765747
225.176,227.676,1.0,4.9806,191.5918824,1.47643396,2085.572266,717.0028076,586.1765747
227.676,230.176,1.0,6.82082,204.3041438,0.82429292,2085.572266,717.0028076,586.1765747
230.176,232.676,1.0,5.59251,122.7165031,2.44271054,2085.572266,717.0028076,586.1765747
232.676,235.176,1.0,8.34062,184.3472279,1.25368811,2085.572266,717.0028076,586.1765747
235.176,237.676,1.0,6.79506,171.3082301,0.88601903,2085.572266,717.0028076,586.1765747
237.676,240.176,1.0,2.98756,144.8180564,2.09647707,2085.572266,717.0028076,586.1765747
240.176,242.676,1.0,2.35154,38.44733368,2.38622294,2085.572266,717.0028076,586.1765747
242.676,245.176,1.0,2.65722,141.8309121,0.04338008,2085.572266,717.0028076,586.1765747
245.176,247.676,1.0,0.85249,26.95743575,1.98580318,2085.572266,717.0028076,586.1765747
247.676,250.176,1.0,1.39734,56.78307601,1.57371263,2085.572266,717.0028076,586.1765747
250.176,252.676,1.0,0.51903,139.5800738,0.0,2085.572266,717.0028076,586.1765747
252.676,255.176,1.0,0.29246,14.22160528,0.0,2085.572266,717.0028076,586.1765747
255.176,257.676,1.0,1.22367,31.06429526,0.08517343,2085.572266,717.0028076,586.1765747
257.676,260.176,1.0,2.26839,20.39374465,0.0,2085.572266,717.0028076,586.1765747
260.176,262.676,1.0,1.20213,26.30662451,0.0,2085.572266,717.0028076,586.1765747
262.676,265.176,1.0,1.8009,8.56993231,1.05391399,2085.572266,717.0028076,586.1765747
265.176,267.676,2.0,2.0979,75.15119957,0.15960896,2085.572266,717.0028076,586.1765747
267.676,270.176,1.0,2.83918,103.6690832,3.24809151,2085.572266,717.0028076,586.1765747
270.176,272.676,1.0,4.97579,163.6625917,1.09644253,2085.572266,717.0028076,586.1765747
272.676,275.176,2.0,9.50325,271.0024632,1.60028466,2085.572266,717.0028076,586.1765747
275.176,277.676,2.0,10.74649,319.16292524,4.1713358,2085.572266,717.0028076,586.1765747
277.676,280.176,2.0,10.46228,181.4361967,0.01136672,2085.572266,717.0028076,586.1765747
280.176,282.676,2.0,6.37199,167.4640057,1.08598749,2085.572266,717.0028076,586.1765747
282.676,285.176,2.0,6.56106,263.2818753,2.26335988,2085.572266,717.0028076,586.1765747
285.176,287.676,2.0,3.95086,146.2979424,0.0,2085.572266,717.0028076,586.1765747
287.676,290.176,2.0,9.564,207.1379263,3.34137968,2085.572266,717.0028076,586.1765747
290.176,292.676,2.0,4.51773,120.4056688,0.0,2085.572266,717.0028076,586.1765747
292.676,295.176,2.0,2.18523,76.75006484,0.0,2085.572266,717.0028076,586.1765747
295.176,297.676,2.0,2.6558,32.51729684,1.29443093,2085.572266,717.0028076,586.1765747
297.676,300.176,2.0,2.2555,98.17039738,0.61266579,2085.572266,717.0028076,586.1765747
300.176,302.676,2.0,2.67733,41.67415786,0.17940209,2085.572266,717.0028076,586.1765747
302.676,305.176,2.0,3.29686,97.09510702,0.0,2085.572266,717.0028076,586.1765747
305.176,307.676,2.0,5.48424,157.5686992,1.83013774,2085.572266,717.0028076,586.1765747
307.676,310.176,3.0,7.86546,226.8314495,0.22055187,2085.572266,717.0028076,586.1765747
310.176,312.676,3.0,6.37932,192.8712733,2.01635773,2085.572266,717.0028076,586.1765747
312.676,315.176,3.0,8.73832,253.2852853,1.40971187,2085.572266,717.0028076,586.1765747
315.176,317.676,3.0,6.2833,129.8324946,1.99661662,2085.572266,717.0028076,586.1765747
317.676,320.176,3.0,7.97684,197.9243147,0.44820147,2085.572266,717.0028076,586.1765747
320.176,322.676,3.0,10.62373,193.8354442,2.48467155,2085.572266,717.0028076,586.1765747
322.676,325.176,3.0,10.74649,231.7632121,4.1713358,2085.572266,717.0028076,586.1765747
325.176,327.676,2.0,7.92584,209.0827135,0.0,2085.572266,717.0028076,586.1765747
327.676,328.179,2.0,6.37424,24.20916172,3.27726499,2085.572266,717.0028076,586.1765747
0.0,185.492,0.0,0.0,0.0,0.0,2126.967041,686.7631836,585.7401733
185.492,185.986,1.0,3.15506,77.31371196,1.038542,2126.967041,686.7631836,585.7401733
185.986,188.486,1.0,4.16821,115.0259599,3.36206805,2126.967041,686.7631836,585.7401733
188.486,190.986,1.0,4.2533,98.75965842,0.1546263,2126.967041,686.7631836,585.7401733
190.986,193.486,1.0,4.57995,66.33599303,1.42016561,2126.967041,686.7631836,585.7401733
193.486,195.986,1.0,3.84885,54.67034742,0.30241109,2126.967041,686.7631836,585.7401733
195.986,198.486,1.0,1.58647,40.3064526,2.04578639,2126.967041,686.7631836,585.7401733
198.486,200.986,1.0,0.81468,17.18367097,1.19311344,2126.967041,686.7631836,585.7401733
200.986,203.486,1.0,0.61766,19.32838644,0.0,2126.967041,686.7631836,585.7401733
203.486,205.986,1.0,0.78723,49.47170744,1.68585888,2126.967041,686.7631836,585.7401733
205.986,208.486,1.0,1.08713,23.72620469,0.30904542,2126.967041,686.7631836,585.7401733
208.486,210.986,1.0,3.01866,118.043522,0.93445503,2126.967041,686.7631836,585.7401733
210.986,213.486,1.0,3.20643,41.64649697,0.37754861,2126.967041,686.7631836,585.7401733
213.486,215.986,2.0,5.40763,86.65172125,1.74530125,2126.967041,686.7631836,585.7401733
215.986,218.486,2.0,9.0246,230.9006079,1.26089014,2126.967041,686.7631836,585.7401733
218.486,220.986,2.0,8.41539,319.16292524,1.27848391,2126.967041,686.7631836,585.7401733
220.986,223.486,2.0,5.32276,96.61529774,1.95762885,2126.967041,686.7631836,585.7401733
223.486,225.986,2.0,3.71081,75.39885999,1.61327731,2126.967041,686.7631836,585.7401733
225.986,228.486,2.0,5.41689,275.2942915,1.5321372,2126.967041,686.7631836,585.7401733
228.486,230.986,2.0,6.68231,236.4315128,1.2497572,2126.967041,686.7631836,585.7401733
230.986,233.486,2.0,5.8828,109.4331767,0.55306327,2126.967041,686.7631836,585.7401733
233.486,235.986,1.0,3.06131,135.6099994,0.3343406,2126.967041,686.7631836,585.7401733
235.986,238.486,1.0,3.82841,87.46138399,0.0108544,2126.967041,686.7631836,585.7401733
238.486,240.986,1.0,4.0793,100.3049,1.14068529,2126.967041,686.7631836,585.7401733
240.986,243.486,1.0,4.4757,0.0,1.84456172,2126.967041,686.7631836,585.7401733
243.486,245.986,1.0,2.99975,0.0,0.0,2126.967041,686.7631836,585.7401733
245.986,248.486,1.0,2.38966,57.87818385,2.36348163,2126.967041,686.7631836,585.7401733
248.486,250.986,1.0,0.8851,26.921701,0.0,2126.967041,686.7631836,585.7401733
250.986,253.486,1.0,0.90951,92.97633144,0.29935661,2126.967041,686.7631836,585.7401733
253.486,255.986,1.0,1.0931,27.49666136,0.0,2126.967041,686.7631836,585.7401733
255.986,258.486,1.0,1.70575,26.82853037,1.02005802,2126.967041,686.7631836,585.7401733
258.486,260.986,1.0,1.11259,120.6969467,0.34953806,2126.967041,686.7631836,585.7401733
260.986,263.486,2.0,1.40754,86.96418514,0.0,2126.967041,686.7631836,585.7401733
263.486,265.986,2.0,1.74198,93.12497617,0.60494259,2126.967041,686.7631836,585.7401733
265.986,268.486,1.0,2.09256,45.59338786,0.0,2126.967041,686.7631836,585.7401733
268.486,270.986,1.0,5.8326,97.04296046,3.96860895,2126.967041,686.7631836,585.7401733
270.986,273.486,1.0,9.7014,280.078023,4.0893252,2126.967041,686.7631836,585.7401733
273.486,275.986,1.0,9.72776,319.16292524,3.07585998,2126.967041,686.7631836,585.7401733
275.986,278.486,1.0,9.26248,202.8457582,4.1713358,2126.967041,686.7631836,585.7401733
278.486,280.986,1.0,4.60449,114.3353836,1.96542894,2126.967041,686.7631836,585.7401733
280.986,283.486,1.0,5.12396,184.5573436,2.34944776,2126.967041,686.7631836,585.7401733
283.486,285.986,1.0,5.45035,64.89664321,0.67598576,2126.967041,686.7631836,585.7401733
285.986,288.486,1.0,4.91166,224.7571172,3.4428575,2126.967041,686.7631836,585.7401733
288.486,290.986,2.0,2.097,43.58882995,0.0,2126.967041,686.7631836,585.7401733
290.986,293.486,2.0,2.65405,202.6950619,1.64412857,2126.967041,686.7631836,585.7401733
293.486,295.986,1.0,2.4735,84.6326184,0.0,2126.967041,686.7631836,585.7401733
295.986,298.486,1.0,1.8724,68.73478467,1.13392528,2126.967041,686.7631836,585.7401733
298.486,300.986,1.0,3.3091,144.8536329,0.34918348,2126.967041,686.7631836,585.7401733
300.986,303.486,1.0,3.60119,54.00160062,1.64167502,2126.967041,686.7631836,585.7401733
303.486,305.986,1.0,3.9233,129.4417988,0.0,2126.967041,686.7631836,585.7401733
305.986,308.486,1.0,6.74409,131.2118605,1.82745621,2126.967041,686.7631836,585.7401733
308.486,310.986,1.0,7.58945,160.576303,2.25476763,2126.967041,686.7631836,585.7401733
310.986,313.486,1.0,7.1074,319.16292524,0.0,2126.967041,686.7631836,585.7401733
313.486,315.986,1.0,10.47776,270.2348701,2.18460427,2126.967041,686.7631836,585.7401733
315.986,318.486,1.0,10.74649,300.5342097,4.1713358,2126.967041,686.7631836,585.7401733
318.486,320.986,1.0,10.74649,171.5019913,4.1713358,2126.967041,686.7631836,585.7401733
320.986,323.486,1.0,10.63154,51.91066716,3.36650494,2126.967041,686.7631836,585.7401733
323.486,325.986,1.0,9.74511,172.8133938,0.75013731,2126.967041,686.7631836,585.7401733
325.986,328.486,1.0,9.0796,130.4141253,2.00535917,2126.967041,686.7631836,585.7401733
328.486,330.962,1.0,5.87745,211.5168562,1.47263639,2126.967041,686.7631836,585.7401733
0.0,182.16,0.0,0.0,0.0,0.0,2176.141357,662.3989868,589.6411133
182.16,183.221,2.0,3.64263,172.6221021,0.0,2176.141357,662.3989868,589.6411133
183.221,185.721,2.0,5.27655,145.3998845,0.0,2176.141357,662.3989868,589.6411133
185.721,188.221,2.0,2.79899,174.2779729,0.0590149,2176.141357,662.3989868,589.6411133
188.221,190.721,2.0,1.86239,0.0,2.04389398,2176.141357,662.3989868,589.6411133
190.721,193.221,2.0,2.2676,102.6228545,1.92815549,2176.141357,662.3989868,589.6411133
193.221,195.721,2.0,1.45606,56.22857361,1.91466708,2176.141357,662.3989868,589.6411133
195.721,198.221,1.0,1.48194,0.0,2.26454687,2176.141357,662.3989868,589.6411133
198.221,200.721,1.0,2.0706,63.51984198,0.64939691,2176.141357,662.3989868,589.6411133
200.721,203.221,1.0,0.62567,22.12998848,0.46362884,2176.141357,662.3989868,589.6411133
203.221,205.721,1.0,0.1922,21.83520637,0.6386274,2176.141357,662.3989868,589.6411133
205.721,208.221,1.0,0.16779,16.63799067,0.27901902,2176.141357,662.3989868,589.6411133
208.221,210.721,1.0,1.65554,53.89128525,0.48840133,2176.141357,662.3989868,589.6411133
210.721,213.221,1.0,2.18478,111.6871528,1.48767328,2176.141357,662.3989868,589.6411133
213.221,215.721,1.0,3.35828,52.79611734,4.1713358,2176.141357,662.3989868,589.6411133
215.721,218.221,1.0,4.708,193.9593137,2.40589132,2176.141357,662.3989868,589.6411133
218.221,220.721,1.0,8.42682,206.8302374,0.0,2176.141357,662.3989868,589.6411133
220.721,223.221,1.0,5.94022,134.18255,2.11451785,2176.141357,662.3989868,589.6411133
223.221,225.721,1.0,2.96898,37.75781092,0.92594089,2176.141357,662.3989868,589.6411133
225.721,228.221,1.0,3.47918,78.56011082,0.0,2176.141357,662.3989868,589.6411133
228.221,230.721,1.0,4.71083,237.7912479,1.53187661,2176.141357,662.3989868,589.6411133
230.721,233.221,1.0,5.92367,162.663601,0.84699104,2176.141357,662.3989868,589.6411133
233.221,235.721,1.0,6.17908,0.0,0.0,2176.141357,662.3989868,589.6411133
235.721,238.221,1.0,6.42753,221.3715443,0.75818118,2176.141357,662.3989868,589.6411133
238.221,240.721,1.0,4.19017,39.62591462,0.00340351,2176.141357,662.3989868,589.6411133
240.721,243.221,1.0,4.35618,145.8127938,3.49266052,2176.141357,662.3989868,589.6411133
243.221,245.721,1.0,3.45827,79.83738759,0.0,2176.141357,662.3989868,589.6411133
245.721,248.221,1.0,3.51633,22.70678753,2.73880524,2176.141357,662.3989868,589.6411133
248.221,250.721,1.0,1.75364,29.00545183,1.47965777,2176.141357,662.3989868,589.6411133
250.721,253.221,1.0,3.1948,64.618865,1.58390545,2176.141357,662.3989868,589.6411133
253.221,255.721,2.0,1.63207,63.27092659,0.0,2176.141357,662.3989868,589.6411133
255.721,258.221,2.0,1.8787,39.1719287,0.0,2176.141357,662.3989868,589.6411133
258.221,260.721,2.0,2.42229,81.12303118,0.68837569,2176.141357,662.3989868,589.6411133
260.721,263.221,2.0,1.30038,77.46705703,0.64021789,2176.141357,662.3989868,589.6411133
263.221,265.721,2.0,2.00258,68.63223674,0.0,2176.141357,662.3989868,589.6411133
265.721,268.221,2.0,2.82753,94.09070014,1.57168754,2176.141357,662.3989868,589.6411133
268.221,270.721,2.0,4.36863,94.1910672,1.52516936,2176.141357,662.3989868,589.6411133
270.721,273.221,2.0,6.69744,212.4522178,2.30060081,2176.141357,662.3989868,589.6411133
273.221,275.721,2.0,6.58427,240.0687717,2.18654306,2176.141357,662.3989868,589.6411133
275.721,278.221,2.0,3.97274,104.0558896,1.11158706,2176.141357,662.3989868,589.6411133
278.221,280.721,2.0,5.36969,139.67863,0.71885683,2176.141357,662.3989868,589.6411133
280.721,283.221,2.0,3.13701,72.09919759,0.37551206,2176.141357,662.3989868,589.6411133
283.221,285.721,2.0,2.93652,83.0964298,1.00953013,2176.141357,662.3989868,589.6411133
285.721,288.221,2.0,5.31681,162.8987539,1.17795696,2176.141357,662.3989868,589.6411133
288.221,290.721,2.0,4.60449,229.8465675,2.6232954,2176.141357,662.3989868,589.6411133
290.721,293.221,2.0,4.5212,145.8051521,0.0,2176.141357,662.3989868,589.6411133
293.221,295.721,1.0,2.78805,102.3270895,0.22863404,2176.141357,662.3989868,589.6411133
295.721,298.221,2.0,2.78008,53.03425302,1.22942767,2176.141357,662.3989868,589.6411133
298.221,300.721,1.0,1.68114,17.86153878,0.40292216,2176.141357,662.3989868,589.6411133
300.721,303.221,1.0,2.55494,85.77224103,1.34720371,2176.141357,662.3989868,589.6411133
303.221,305.721,1.0,4.57934,100.4438819,2.60676815,2176.141357,662.3989868,589.6411133
305.721,308.221,1.0,5.32418,144.0042514,1.81221789,2176.141357,662.3989868,589.6411133
308.221,310.721,1.0,3.05354,64.37237052,0.0,2176.141357,662.3989868,589.6411133
310.721,313.221,1.0,3.2467,28.87884072,1.23832748,2176.141357,662.3989868,589.6411133
313.221,315.721,1.0,5.13189,114.2943255,1.61447311,2176.141357,662.3989868,589.6411133
315.721,318.221,1.0,7.80943,0.0,3.52062839,2176.141357,662.3989868,589.6411133
318.221,320.721,1.0,4.88662,140.2123624,0.0,2176.141357,662.3989868,589.6411133
320.721,321.576,1.0,5.92744,120.3494686,2.51515829,2176.141357,662.3989868,589.6411133
0.0,179.589,0.0,0.0,0.0,0.0,2216.362549,639.8133545,594.2436523
179.589,181.538,1.0,3.76108,45.161329,0.0,2216.362549,639.8133545,594.2436523
181.538,184.038,1.0,2.7346,60.745276,0.43960172,2216.362549,639.8133545,594.2436523
184.038,186.538,1.0,2.65437,87.27112109,1.44521188,2216.362549,639.8133545,594.2436523
186.538,189.038,1.0,3.07582,155.1297983,0.011095,2216.362549,639.8133545,594.2436523
189.038,191.538,1.0,3.66996,205.800843,0.0,2216.362549,639.8133545,594.2436523
191.538,194.038,1.0,2.0655,108.5716674,0.0,2216.362549,639.8133545,594.2436523
194.038,196.538,1.0,2.02814,63.2709826,0.60663589,2216.362549,639.8133545,594.2436523
196.538,199.038,1.0,3.08621,114.0056079,2.41046138,2216.362549,639.8133545,594.2436523
199.038,201.538,1.0,2.36201,123.1230965,0.0,2216.362549,639.8133545,594.2436523
201.538,204.038,1.0,1.68782,63.04008756,1.13492177,2216.362549,639.8133545,594.2436523
204.038,206.538,1.0,0.9062,42.75605592,0.0,2216.362549,639.8133545,594.2436523
206.538,209.038,1.0,1.36917,23.07738286,0.50458618,2216.362549,639.8133545,594.2436523
209.038,211.538,1.0,1.41044,15.30439487,1.63534059,2216.362549,639.8133545,594.2436523
211.538,214.038,1.0,1.8564,63.6288269,0.57870182,2216.362549,639.8133545,594.2436523
214.038,216.538,1.0,3.47394,46.35116466,2.58818088,2216.362549,639.8133545,594.2436523
216.538,219.038,1.0,5.32455,64.72454835,1.21694102,2216.362549,639.8133545,594.2436523
219.038,221.538,1.0,3.89418,91.71759955,1.62981551,2216.362549,639.8133545,594.2436523
221.538,224.038,1.0,2.45466,77.41313854,1.34131474,2216.362549,639.8133545,594.2436523
224.038,226.538,1.0,1.99698,99.56596008,2.39071926,2216.362549,639.8133545,594.2436523
226.538,229.038,1.0,3.09122,106.9706965,2.28676767,2216.362549,639.8133545,594.2436523
229.038,231.538,1.0,4.57723,77.81793688,1.638117,2216.362549,639.8133545,594.2436523
231.538,234.038,1.0,5.31961,76.98545217,0.51859366,2216.362549,639.8133545,594.2436523
234.038,236.538,1.0,5.31187,155.147197,2.54412749,2216.362549,639.8133545,594.2436523
236.538,239.038,1.0,6.01817,268.7379138,1.22416043,2216.362549,639.8133545,594.2436523
239.038,241.538,1.0,5.06929,44.6555723,0.05761831,2216.362549,639.8133545,594.2436523
241.538,244.038,1.0,4.48969,229.7750528,0.09111252,2216.362549,639.8133545,594.2436523
244.038,246.538,1.0,4.57451,104.1483285,0.0,2216.362549,639.8133545,594.2436523
246.538,249.038,1.0,3.9642,64.0693563,1.09952199,2216.362549,639.8133545,594.2436523
249.038,251.538,1.0,3.10201,194.1633526,0.99420234,2216.362549,639.8133545,594.2436523
251.538,254.038,1.0,3.4812,150.4253513,1.64239753,2216.362549,639.8133545,594.2436523
254.038,256.538,1.0,2.83345,98.68991327,0.18437626,2216.362549,639.8133545,594.2436523
256.538,259.038,2.0,2.04402,49.82207627,0.0,2216.362549,639.8133545,594.2436523
259.038,261.538,2.0,3.45302,127.5670982,0.76809777,2216.362549,639.8133545,594.2436523
261.538,264.038,2.0,5.21811,140.9733229,0.0,2216.362549,639.8133545,594.2436523
264.038,266.538,3.0,2.31406,253.0546946,0.88594813,2216.362549,639.8133545,594.2436523
266.538,269.038,3.0,2.51275,95.63020964,0.0,2216.362549,639.8133545,594.2436523
269.038,271.538,2.0,3.53425,113.8828157,1.17026075,2216.362549,639.8133545,594.2436523
271.538,274.038,3.0,2.99591,77.00782031,0.81410211,2216.362549,639.8133545,594.2436523
274.038,276.538,2.0,3.35572,155.3464521,0.46221599,2216.362549,639.8133545,594.2436523
276.538,279.038,2.0,3.00451,88.40787533,1.25958662,2216.362549,639.8133545,594.2436523
279.038,281.538,3.0,5.05524,136.9854299,0.00861233,2216.362549,639.8133545,594.2436523
281.538,284.038,3.0,5.41583,228.0763552,2.35423174,2216.362549,639.8133545,594.2436523
284.038,286.538,3.0,5.32685,99.90945264,0.83056343,2216.362549,639.8133545,594.2436523
286.538,289.038,3.0,2.6189,103.9341943,1.55620452,2216.362549,639.8133545,594.2436523
289.038,291.538,3.0,2.67488,27.71940415,0.87997065,2216.362549,639.8133545,594.2436523
291.538,294.038,3.0,1.88414,67.3441369,2.66951332,2216.362549,639.8133545,594.2436523
294.038,296.538,2.0,0.90648,19.13636197,0.30567636,2216.362549,639.8133545,594.2436523
296.538,299.038,2.0,0.71546,15.91055312,0.20752021,2216.362549,639.8133545,594.2436523
299.038,301.538,1.0,1.34738,55.26024823,0.77351433,2216.362549,639.8133545,594.2436523
301.538,304.038,1.0,1.39305,49.40570456,0.87700508,2216.362549,639.8133545,594.2436523
304.038,306.538,1.0,1.36922,63.5118987,0.0,2216.362549,639.8133545,594.2436523
306.538,309.038,1.0,3.77683,146.858082,2.60103825,2216.362549,639.8133545,594.2436523
309.038,311.538,1.0,6.05256,223.2461016,1.53543585,2216.362549,639.8133545,594.2436523
311.538,312.117,1.0,2.8003,133.2725055,0.0,2216.362549,639.8133545,594.2436523
0.0,352.404,0.0,0.0,0.0,0.0,1809.397583,929.6552734,548.7373047
352.404,352.439,1.0,3.95609,142.7311923,0.0,1809.397583,929.6552734,548.7373047
352.439,354.939,1.0,4.00066,158.3723541,0.0,1809.397583,929.6552734,548.7373047
354.939,357.439,2.0,3.68216,160.6304505,0.0,1809.397583,929.6552734,548.7373047
357.439,359.939,2.0,3.99707,97.09533048,0.0,1809.397583,929.6552734,548.7373047
359.939,362.439,2.0,3.10767,153.757044,0.0,1809.397583,929.6552734,548.7373047
362.439,364.939,2.0,3.93436,124.2219561,0.0,1809.397583,929.6552734,548.7373047
364.939,367.439,2.0,6.18043,123.9935925,0.0,1809.397583,929.6552734,548.7373047
367.439,369.939,1.0,4.12624,100.8885029,0.0,1809.397583,929.6552734,548.7373047
369.939,372.439,1.0,3.88335,222.1724225,0.0,1809.397583,929.6552734,548.7373047
372.439,374.939,1.0,5.3142,186.0125026,0.0,1809.397583,929.6552734,548.7373047
374.939,377.439,2.0,3.00349,79.80982209,0.0,1809.397583,929.6552734,548.7373047
377.439,379.939,2.0,1.92495,56.163553,0.0,1809.397583,929.6552734,548.7373047
379.939,382.439,2.0,1.18635,42.89280346,0.0,1809.397583,929.6552734,548.7373047
382.439,384.939,2.0,1.51987,90.06405883,0.0,1809.397583,929.6552734,548.7373047
384.939,387.439,2.0,2.87736,144.195865,0.0,1809.397583,929.6552734,548.7373047
387.439,389.939,3.0,2.88436,111.9396889,0.0,1809.397583,929.6552734,548.7373047
389.939,392.439,2.0,1.18765,73.28320942,0.0,1809.397583,929.6552734,548.7373047
392.439,394.939,2.0,1.46726,46.16369613,0.0,1809.397583,929.6552734,548.7373047
394.939,397.439,1.0,1.1775,37.00986493,0.0,1809.397583,929.6552734,548.7373047
397.439,399.939,1.0,0.43,55.46526247,0.0,1809.397583,929.6552734,548.7373047
399.939,402.439,1.0,0.74391,13.33149985,0.0,1809.397583,929.6552734,548.7373047
402.439,404.366,1.0,2.06552,77.69439313,0.0,1809.397583,929.6552734,548.7373047
0.0,284.307,0.0,0.0,0.0,0.0,1851.90918,903.1303101,554.2888794
284.307,286.442,2.0,2.3507,47.71808338,0.0,1851.90918,903.1303101,554.2888794
286.442,288.942,1.0,5.13125,185.5457391,0.0,1851.90918,903.1303101,554.2888794
288.942,291.442,1.0,3.35575,102.790183,0.0,1851.90918,903.1303101,554.2888794
291.442,293.942,2.0,2.06491,65.80537385,0.0,1851.90918,903.1303101,554.2888794
293.942,296.442,2.0,1.17124,50.64754829,0.0,1851.90918,903.1303101,554.2888794
296.442,298.942,2.0,1.05377,37.16354654,0.0,1851.90918,903.1303101,554.2888794
298.942,301.442,3.0,0.84303,32.90178297,0.0,1851.90918,903.1303101,554.2888794
301.442,303.942,3.0,0.98811,56.0677973,0.0,1851.90918,903.1303101,554.2888794
303.942,306.442,3.0,0.58615,42.69236879,0.0,1851.90918,903.1303101,554.2888794
306.442,308.942,3.0,0.58006,27.93026001,0.0,1851.90918,903.1303101,554.2888794
308.942,311.442,3.0,2.08754,70.55267274,0.0,1851.90918,903.1303101,554.2888794
311.442,313.942,2.0,1.6674,103.4557928,0.0,1851.90918,903.1303101,554.2888794
313.942,316.442,2.0,1.68687,80.22289575,0.0,1851.90918,903.1303101,554.2888794
316.442,318.942,2.0,2.20052,46.56799309,0.0,1851.90918,903.1303101,554.2888794
318.942,321.442,2.0,1.49276,14.29670886,0.0,1851.90918,903.1303101,554.2888794
321.442,323.942,2.0,2.7933,12.36305809,0.0,1851.90918,903.1303101,554.2888794
323.942,326.442,2.0,2.97283,88.8288784,0.0,1851.90918,903.1303101,554.2888794
326.442,328.942,2.0,2.04232,0.0,0.0,1851.90918,903.1303101,554.2888794
328.942,331.442,2.0,3.04246,106.3348051,0.0,1851.90918,903.1303101,554.2888794
331.442,333.942,1.0,3.00528,121.7160925,0.0,1851.90918,903.1303101,554.2888794
333.942,336.442,1.0,7.96964,197.4762579,0.0,1851.90918,903.1303101,554.2888794
