midx;midy;midz
11095;10565;4095
11085;10575;4095
11095;10575;4095
11105;10565;4085
11115;10565;4085
11105;10575;4085
11115;10575;4085
11105;10565;4095
11115;10565;4095
11105;10575;4095
11115;10575;4095
11125;10565;4085
11135;10565;4085
11125;10575;4085
11135;10575;4085
11125;10565;4095
11135;10565;4095
11125;10575;4095
11135;10575;4095
11145;10565;4085
11155;10565;4085
11145;10575;4085
11155;10575;4085
11145;10565;4095
11155;10565;4095
11145;10575;4095
11155;10575;4095
11165;10565;4085
11175;10565;4085
11165;10575;4085
11175;10575;4085
11165;10565;4095
11175;10565;4095
11165;10575;4095
11175;10575;4095
11185;10565;4095
10775;10595;4085
10785;10585;4085
10795;10585;4085
10785;10595;4085
10795;10595;4085
10805;10585;4085
10815;10585;4085
10805;10595;4085
10815;10595;4085
10825;10585;4085
10835;10585;4085
10825;10595;4085
10835;10595;4085
10845;10585;4085
10855;10585;4085
10845;10595;4085
10855;10595;4085
10865;10585;4085
10875;10585;4085
10865;10595;4085
10875;10595;4085
10885;10585;4085
10895;10585;4085
10885;10595;4085
10895;10595;4085
10905;10585;4085
10915;10585;4085
10905;10595;4085
10915;10595;4085
10925;10585;4085
10935;10585;4085
10925;10595;4085
10935;10595;4085
10925;10595;4095
10935;10595;4095
10945;10585;4085
10955;10585;4085
10945;10595;4085
10955;10595;4085
10945;10585;4095
10955;10585;4095
10945;10595;4095
10955;10595;4095
10965;10585;4085
10975;10585;4085
10965;10595;4085
10975;10595;4085
10965;10585;4095
10975;10585;4095
10965;10595;4095
10975;10595;4095
10985;10585;4085
10995;10585;4085
10985;10595;4085
10995;10595;4085
10985;10585;4095
10995;10585;4095
10985;10595;4095
10995;10595;4095
11005;10585;4085
11015;10585;4085
11005;10595;4085
11015;10595;4085
11005;10585;4095
11015;10585;4095
11005;10595;4095
11015;10595;4095
11025;10585;4085
11035;10585;4085
11025;10595;4085
11035;10595;4085
11025;10585;4095
11035;10585;4095
11025;10595;4095
11035;10595;4095
11045;10585;4085
11055;10585;4085
11045;10595;4085
11055;10595;4085
11045;10585;4095
11055;10585;4095
11045;10595;4095
11055;10595;4095
11065;10585;4085
11075;10585;4085
11065;10595;4085
11075;10595;4085
11065;10585;4095
11075;10585;4095
11065;10595;4095
11075;10595;4095
11085;10585;4085
11095;10585;4085
11085;10595;4085
11095;10595;4085
11085;10585;4095
11095;10585;4095
11085;10595;4095
11095;10595;4095
11105;10585;4085
11115;10585;4085
11105;10595;4085
11115;10595;4085
11105;10585;4095
11115;10585;4095
11105;10595;4095
11115;10595;4095
11125;10585;4085
11135;10585;4085
11125;10595;4085
11135;10595;4085
11125;10585;4095
11135;10585;4095
11125;10595;4095
11135;10595;4095
11145;10585;4085
11155;10585;4085
11145;10595;4085
11155;10595;4085
11145;10585;4095
11155;10585;4095
11145;10595;4095
11155;10595;4095
11165;10585;4085
11165;10585;4095
11175;10585;4095
11165;10595;4095
10755;10605;4085
10745;10615;4085
10755;10615;4085
10765;10605;4085
10775;10605;4085
10765;10615;4085
10775;10615;4085
10785;10605;4085
10795;10605;4085
10785;10615;4085
10795;10615;4085
10805;10605;4085
10815;10605;4085
10805;10615;4085
10815;10615;4085
10825;10605;4085
10835;10605;4085
10825;10615;4085
10835;10615;4085
10845;10605;4085
10855;10605;4085
10845;10615;4085
10855;10615;4085
10865;10605;4085
10875;10605;4085
10865;10615;4085
10875;10615;4085
10875;10615;4095
10885;10605;4085
10895;10605;4085
10885;10615;4085
10895;10615;4085
10895;10605;4095
10885;10615;4095
10895;10615;4095
10905;10605;4085
10915;10605;4085
10905;10615;4085
10915;10615;4085
10905;10605;4095
10915;10605;4095
10905;10615;4095
10915;10615;4095
10925;10605;4085
10935;10605;4085
10925;10615;4085
10935;10615;4085
10925;10605;4095
10935;10605;4095
10925;10615;4095
10935;10615;4095
10945;10605;4085
10955;10605;4085
10945;10615;4085
10955;10615;4085
10945;10605;4095
10955;10605;4095
10945;10615;4095
10955;10615;4095
10965;10605;4085
10975;10605;4085
10965;10615;4085
10975;10615;4085
10965;10605;4095
10975;10605;4095
10965;10615;4095
10975;10615;4095
10985;10605;4085
10995;10605;4085
10985;10615;4085
10995;10615;4085
10985;10605;4095
10995;10605;4095
10985;10615;4095
10995;10615;4095
11005;10605;4085
11015;10605;4085
11005;10615;4085
11015;10615;4085
11005;10605;4095
11015;10605;4095
11005;10615;4095
11015;10615;4095
11025;10605;4085
11035;10605;4085
11025;10615;4085
11035;10615;4085
11025;10605;4095
11035;10605;4095
11025;10615;4095
11035;10615;4095
11045;10605;4085
11055;10605;4085
11045;10615;4085
11055;10615;4085
11045;10605;4095
11055;10605;4095
11045;10615;4095
11055;10615;4095
11065;10605;4085
11075;10605;4085
11065;10615;4085
11075;10615;4085
11065;10605;4095
11075;10605;4095
11065;10615;4095
11075;10615;4095
11085;10605;4085
11095;10605;4085
11085;10615;4085
11095;10615;4085
11085;10605;4095
11095;10605;4095
11085;10615;4095
11095;10615;4095
11105;10605;4085
11115;10605;4085
11105;10615;4085
11115;10615;4085
11105;10605;4095
11115;10605;4095
11105;10615;4095
11115;10615;4095
11125;10605;4085
11135;10605;4085
11125;10615;4085
11135;10615;4085
11125;10605;4095
11135;10605;4095
11125;10615;4095
11135;10615;4095
11145;10605;4085
11145;10605;4095
10735;10625;4085
10725;10635;4085
10735;10635;4085
10745;10625;4085
10755;10625;4085
10745;10635;4085
10755;10635;4085
10765;10625;4085
10775;10625;4085
10765;10635;4085
10775;10635;4085
10785;10625;4085
10795;10625;4085
10785;10635;4085
10795;10635;4085
10805;10625;4085
10815;10625;4085
10805;10635;4085
10815;10635;4085
10825;10625;4085
10835;10625;4085
10825;10635;4085
10835;10635;4085
10845;10625;4085
10855;10625;4085
10845;10635;4085
10855;10635;4085
10845;10635;4095
10855;10635;4095
10865;10625;4085
10875;10625;4085
10865;10635;4085
10875;10635;4085
10865;10625;4095
10875;10625;4095
10865;10635;4095
10875;10635;4095
10885;10625;4085
10895;10625;4085
10885;10635;4085
10895;10635;4085
10885;10625;4095
10895;10625;4095
10885;10635;4095
10895;10635;4095
10905;10625;4085
10915;10625;4085
10905;10635;4085
10915;10635;4085
10905;10625;4095
10915;10625;4095
10905;10635;4095
10915;10635;4095
10925;10625;4085
10935;10625;4085
10925;10635;4085
10935;10635;4085
10925;10625;4095
10935;10625;4095
10925;10635;4095
10935;10635;4095
10945;10625;4085
10955;10625;4085
10945;10635;4085
10955;10635;4085
10945;10625;4095
10955;10625;4095
10945;10635;4095
10955;10635;4095
10965;10625;4085
10975;10625;4085
10965;10635;4085
10975;10635;4085
10965;10625;4095
10975;10625;4095
10965;10635;4095
10975;10635;4095
10985;10625;4085
10995;10625;4085
10985;10635;4085
10995;10635;4085
10985;10625;4095
10995;10625;4095
10985;10635;4095
10995;10635;4095
11005;10625;4085
11015;10625;4085
11005;10635;4085
11015;10635;4085
11005;10625;4095
11015;10625;4095
11005;10635;4095
11015;10635;4095
11025;10625;4085
11035;10625;4085
11025;10635;4085
11035;10635;4085
11025;10625;4095
11035;10625;4095
11025;10635;4095
11035;10635;4095
11045;10625;4085
11055;10625;4085
11045;10635;4085
11055;10635;4085
11045;10625;4095
11055;10625;4095
11045;10635;4095
11055;10635;4095
11065;10625;4085
11075;10625;4085
11065;10635;4085
11075;10635;4085
11065;10625;4095
11075;10625;4095
11065;10635;4095
11075;10635;4095
11085;10625;4085
11095;10625;4085
11085;10635;4085
11095;10635;4085
11085;10625;4095
11095;10625;4095
11085;10635;4095
11095;10635;4095
11105;10625;4085
11115;10625;4085
11105;10635;4085
11115;10635;4085
11105;10625;4095
11115;10625;4095
11105;10635;4095
11115;10635;4095
11125;10625;4085
11125;10625;4095
10715;10645;4085
10705;10655;4085
10715;10655;4085
10725;10645;4085
10735;10645;4085
10725;10655;4085
10735;10655;4085
10745;10645;4085
10755;10645;4085
10745;10655;4085
10755;10655;4085
10765;10645;4085
10775;10645;4085
10765;10655;4085
10775;10655;4085
10785;10645;4085
10795;10645;4085
10785;10655;4085
10795;10655;4085
10805;10645;4085
10815;10645;4085
10805;10655;4085
10815;10655;4085
10815;10655;4095
10825;10645;4085
10835;10645;4085
10825;10655;4085
10835;10655;4085
10835;10645;4095
10825;10655;4095
10835;10655;4095
10845;10645;4085
10855;10645;4085
10845;10655;4085
10855;10655;4085
10845;10645;4095
10855;10645;4095
10845;10655;4095
10855;10655;4095
10865;10645;4085
10875;10645;4085
10865;10655;4085
10875;10655;4085
10865;10645;4095
10875;10645;4095
10865;10655;4095
10875;10655;4095
10885;10645;4085
10895;10645;4085
10885;10655;4085
10895;10655;4085
10885;10645;4095
10895;10645;4095
10885;10655;4095
10895;10655;4095
10905;10645;4085
10915;10645;4085
10905;10655;4085
10915;10655;4085
10905;10645;4095
10915;10645;4095
10905;10655;4095
10915;10655;4095
10925;10645;4085
10935;10645;4085
10925;10655;4085
10935;10655;4085
10925;10645;4095
10935;10645;4095
10925;10655;4095
10935;10655;4095
10945;10645;4085
10955;10645;4085
10945;10655;4085
10955;10655;4085
10945;10645;4095
10955;10645;4095
10945;10655;4095
10955;10655;4095
10965;10645;4085
10975;10645;4085
10965;10655;4085
10975;10655;4085
10965;10645;4095
10975;10645;4095
10965;10655;4095
10975;10655;4095
10985;10645;4085
10995;10645;4085
10985;10655;4085
10995;10655;4085
10985;10645;4095
10995;10645;4095
10985;10655;4095
10995;10655;4095
11005;10645;4085
11015;10645;4085
11005;10655;4085
11015;10655;4085
11005;10645;4095
11015;10645;4095
11005;10655;4095
11015;10655;4095
11025;10645;4085
11035;10645;4085
11025;10655;4085
11035;10655;4085
11025;10645;4095
11035;10645;4095
11025;10655;4095
11035;10655;4095
11045;10645;4085
11055;10645;4085
11045;10655;4085
11055;10655;4085
11045;10645;4095
11055;10645;4095
11045;10655;4095
11055;10655;4095
11065;10645;4085
11075;10645;4085
11065;10655;4085
11075;10655;4085
11065;10645;4095
11075;10645;4095
11065;10655;4095
11075;10655;4095
11085;10645;4085
11095;10645;4085
11085;10655;4085
11095;10655;4085
11085;10645;4095
11095;10645;4095
11085;10655;4095
11095;10655;4095
11105;10645;4085
11105;10645;4095
11105;10655;4095
10695;10665;4085
10685;10675;4085
10695;10675;4085
10705;10665;4085
10715;10665;4085
10705;10675;4085
10715;10675;4085
10725;10665;4085
10735;10665;4085
10725;10675;4085
10735;10675;4085
10745;10665;4085
10755;10665;4085
10745;10675;4085
10755;10675;4085
10765;10665;4085
10775;10665;4085
10765;10675;4085
10775;10675;4085
10785;10665;4085
10795;10665;4085
10785;10675;4085
10795;10675;4085
10795;10675;4095
10805;10665;4085
10815;10665;4085
10805;10675;4085
10815;10675;4085
10805;10665;4095
10815;10665;4095
10805;10675;4095
10815;10675;4095
10825;10665;4085
10835;10665;4085
10825;10675;4085
10835;10675;4085
10825;10665;4095
10835;10665;4095
10825;10675;4095
10835;10675;4095
10845;10665;4085
10855;10665;4085
10845;10675;4085
10855;10675;4085
10845;10665;4095
10855;10665;4095
10845;10675;4095
10855;10675;4095
10865;10665;4085
10875;10665;4085
10865;10675;4085
10875;10675;4085
10865;10665;4095
10875;10665;4095
10865;10675;4095
10875;10675;4095
10885;10665;4085
10895;10665;4085
10885;10675;4085
10895;10675;4085
10885;10665;4095
10895;10665;4095
10885;10675;4095
10895;10675;4095
10905;10665;4085
10915;10665;4085
10905;10675;4085
10915;10675;4085
10905;10665;4095
10915;10665;4095
10905;10675;4095
10915;10675;4095
10925;10665;4085
10935;10665;4085
10925;10675;4085
10935;10675;4085
10925;10665;4095
10935;10665;4095
10925;10675;4095
10935;10675;4095
10945;10665;4085
10955;10665;4085
10945;10675;4085
10955;10675;4085
10945;10665;4095
10955;10665;4095
10945;10675;4095
10955;10675;4095
10965;10665;4085
10975;10665;4085
10965;10675;4085
10975;10675;4085
10965;10665;4095
10975;10665;4095
10965;10675;4095
10975;10675;4095
10985;10665;4085
10995;10665;4085
10985;10675;4085
10995;10675;4085
10985;10665;4095
10995;10665;4095
10985;10675;4095
10995;10675;4095
11005;10665;4085
11015;10665;4085
11005;10675;4085
11015;10675;4085
11005;10665;4095
11015;10665;4095
11005;10675;4095
11015;10675;4095
11025;10665;4085
11035;10665;4085
11025;10675;4085
11035;10675;4085
11025;10665;4095
11035;10665;4095
11025;10675;4095
11035;10675;4095
11045;10665;4085
11055;10665;4085
11045;10675;4085
11055;10675;4085
11045;10665;4095
11055;10665;4095
11045;10675;4095
11055;10675;4095
11065;10665;4085
11075;10665;4085
11065;10675;4085
11075;10675;4085
11065;10665;4095
11075;10665;4095
11065;10675;4095
11075;10675;4095
11085;10665;4085
11095;10665;4085
11085;10675;4085
11085;10665;4095
11095;10665;4095
11085;10675;4095
11095;10675;4095
10655;10695;4085
10665;10685;4085
10675;10685;4085
10665;10695;4085
10675;10695;4085
10685;10685;4085
10695;10685;4085
10685;10695;4085
10695;10695;4085
10705;10685;4085
10715;10685;4085
10705;10695;4085
10715;10695;4085
10725;10685;4085
10735;10685;4085
10725;10695;4085
10735;10695;4085
10745;10685;4085
10755;10685;4085
10745;10695;4085
10755;10695;4085
10765;10685;4085
10775;10685;4085
10765;10695;4085
10775;10695;4085
10775;10695;4095
10785;10685;4085
10795;10685;4085
10785;10695;4085
10795;10695;4085
10785;10685;4095
10795;10685;4095
10785;10695;4095
10795;10695;4095
10805;10685;4085
10815;10685;4085
10805;10695;4085
10815;10695;4085
10805;10685;4095
10815;10685;4095
10805;10695;4095
10815;10695;4095
10825;10685;4085
10835;10685;4085
10825;10695;4085
10835;10695;4085
10825;10685;4095
10835;10685;4095
10825;10695;4095
10835;10695;4095
10845;10685;4085
10855;10685;4085
10845;10695;4085
10855;10695;4085
10845;10685;4095
10855;10685;4095
10845;10695;4095
10855;10695;4095
10865;10685;4085
10875;10685;4085
10865;10695;4085
10875;10695;4085
10865;10685;4095
10875;10685;4095
10865;10695;4095
10875;10695;4095
10885;10685;4085
10895;10685;4085
10885;10695;4085
10895;10695;4085
10885;10685;4095
10895;10685;4095
10885;10695;4095
10895;10695;4095
10905;10685;4085
10915;10685;4085
10905;10695;4085
10915;10695;4085
10905;10685;4095
10915;10685;4095
10905;10695;4095
10915;10695;4095
10925;10685;4085
10935;10685;4085
10925;10695;4085
10935;10695;4085
10925;10685;4095
10935;10685;4095
10925;10695;4095
10935;10695;4095
10945;10685;4085
10955;10685;4085
10945;10695;4085
10955;10695;4085
10945;10685;4095
10955;10685;4095
10945;10695;4095
10955;10695;4095
10965;10685;4085
10975;10685;4085
10965;10695;4085
10975;10695;4085
10965;10685;4095
10975;10685;4095
10965;10695;4095
10975;10695;4095
10985;10685;4085
10995;10685;4085
10985;10695;4085
10995;10695;4085
10985;10685;4095
10995;10685;4095
10985;10695;4095
10995;10695;4095
11005;10685;4085
11015;10685;4085
11005;10695;4085
11015;10695;4085
11005;10685;4095
11015;10685;4095
11005;10695;4095
11015;10695;4095
11025;10685;4085
11035;10685;4085
11025;10695;4085
11035;10695;4085
11025;10685;4095
11035;10685;4095
11025;10695;4095
11035;10695;4095
11045;10685;4085
11055;10685;4085
11045;10695;4085
11055;10695;4085
11045;10685;4095
11055;10685;4095
11045;10695;4095
11055;10695;4095
11065;10685;4085
11075;10685;4085
11065;10695;4085
11075;10695;4085
11065;10685;4095
11075;10685;4095
11065;10695;4095
11075;10695;4095
11085;10685;4085
11085;10695;4085
11085;10685;4095
11085;10695;4095
10635;10715;4085
10645;10705;4085
10655;10705;4085
10645;10715;4085
10655;10715;4085
10665;10705;4085
10675;10705;4085
10665;10715;4085
10675;10715;4085
10685;10705;4085
10695;10705;4085
10685;10715;4085
10695;10715;4085
10705;10705;4085
10715;10705;4085
10705;10715;4085
10715;10715;4085
10725;10705;4085
10735;10705;4085
10725;10715;4085
10735;10715;4085
10745;10705;4085
10755;10705;4085
10745;10715;4085
10755;10715;4085
10765;10705;4085
10775;10705;4085
10765;10715;4085
10775;10715;4085
10765;10705;4095
10775;10705;4095
10765;10715;4095
10775;10715;4095
10785;10705;4085
10795;10705;4085
10785;10715;4085
10795;10715;4085
10785;10705;4095
10795;10705;4095
10785;10715;4095
10795;10715;4095
10805;10705;4085
10815;10705;4085
10805;10715;4085
10815;10715;4085
10805;10705;4095
10815;10705;4095
10805;10715;4095
10815;10715;4095
10825;10705;4085
10835;10705;4085
10825;10715;4085
10835;10715;4085
10825;10705;4095
10835;10705;4095
10825;10715;4095
10835;10715;4095
10845;10705;4085
10855;10705;4085
10845;10715;4085
10855;10715;4085
10845;10705;4095
10855;10705;4095
10845;10715;4095
10855;10715;4095
10865;10705;4085
10875;10705;4085
10865;10715;4085
10875;10715;4085
10865;10705;4095
10875;10705;4095
10865;10715;4095
10875;10715;4095
10885;10705;4085
10895;10705;4085
10885;10715;4085
10895;10715;4085
10885;10705;4095
10895;10705;4095
10885;10715;4095
10895;10715;4095
10905;10705;4085
10915;10705;4085
10905;10715;4085
10915;10715;4085
10905;10705;4095
10915;10705;4095
10905;10715;4095
10915;10715;4095
10925;10705;4085
10935;10705;4085
10925;10715;4085
10935;10715;4085
10925;10705;4095
10935;10705;4095
10925;10715;4095
10935;10715;4095
10945;10705;4085
10955;10705;4085
10945;10715;4085
10955;10715;4085
10945;10705;4095
10955;10705;4095
10945;10715;4095
10955;10715;4095
10965;10705;4085
10975;10705;4085
10965;10715;4085
10975;10715;4085
10965;10705;4095
10975;10705;4095
10965;10715;4095
10975;10715;4095
10985;10705;4085
10995;10705;4085
10985;10715;4085
10995;10715;4085
10985;10705;4095
10995;10705;4095
10985;10715;4095
10995;10715;4095
11005;10705;4085
11015;10705;4085
11005;10715;4085
11015;10715;4085
11005;10705;4095
11015;10705;4095
11005;10715;4095
11015;10715;4095
11025;10705;4085
11035;10705;4085
11025;10715;4085
11035;10715;4085
11025;10705;4095
11035;10705;4095
11025;10715;4095
11035;10715;4095
11045;10705;4085
11055;10705;4085
11045;10715;4085
11055;10715;4085
11045;10705;4095
11055;10705;4095
11045;10715;4095
11055;10715;4095
11065;10705;4085
11075;10705;4085
11065;10715;4085
11075;10715;4085
11065;10705;4095
11075;10705;4095
11065;10715;4095
11075;10715;4095
11085;10705;4095
10615;10725;4085
10605;10735;4085
10615;10735;4085
10625;10725;4085
10635;10725;4085
10625;10735;4085
10635;10735;4085
10645;10725;4085
10655;10725;4085
10645;10735;4085
10655;10735;4085
10665;10725;4085
10675;10725;4085
10665;10735;4085
10675;10735;4085
10685;10725;4085
10695;10725;4085
10685;10735;4085
10695;10735;4085
10705;10725;4085
10715;10725;4085
10705;10735;4085
10715;10735;4085
10725;10725;4085
10735;10725;4085
10725;10735;4085
10735;10735;4085
10745;10725;4085
10755;10725;4085
10745;10735;4085
10755;10735;4085
10755;10725;4095
10755;10735;4095
10765;10725;4085
10775;10725;4085
10765;10735;4085
10775;10735;4085
10765;10725;4095
10775;10725;4095
10765;10735;4095
10775;10735;4095
10785;10725;4085
10795;10725;4085
10785;10735;4085
10795;10735;4085
10785;10725;4095
10795;10725;4095
10785;10735;4095
10795;10735;4095
10805;10725;4085
10815;10725;4085
10805;10735;4085
10815;10735;4085
10805;10725;4095
10815;10725;4095
10805;10735;4095
10815;10735;4095
10825;10725;4085
10835;10725;4085
10825;10735;4085
10835;10735;4085
10825;10725;4095
10835;10725;4095
10825;10735;4095
10835;10735;4095
10845;10725;4085
10855;10725;4085
10845;10735;4085
10855;10735;4085
10845;10725;4095
10855;10725;4095
10845;10735;4095
10855;10735;4095
10865;10725;4085
10875;10725;4085
10865;10735;4085
10875;10735;4085
10865;10725;4095
10875;10725;4095
10865;10735;4095
10875;10735;4095
10885;10725;4085
10895;10725;4085
10885;10735;4085
10895;10735;4085
10885;10725;4095
10895;10725;4095
10885;10735;4095
10895;10735;4095
10905;10725;4085
10915;10725;4085
10905;10735;4085
10915;10735;4085
10905;10725;4095
10915;10725;4095
10905;10735;4095
10915;10735;4095
10925;10725;4085
10935;10725;4085
10925;10735;4085
10935;10735;4085
10925;10725;4095
10935;10725;4095
10925;10735;4095
10935;10735;4095
10945;10725;4085
10955;10725;4085
10945;10735;4085
10955;10735;4085
10945;10725;4095
10955;10725;4095
10945;10735;4095
10955;10735;4095
10965;10725;4085
10975;10725;4085
10965;10735;4085
10975;10735;4085
10965;10725;4095
10975;10725;4095
10965;10735;4095
10975;10735;4095
10985;10725;4085
10995;10725;4085
10985;10735;4085
10995;10735;4085
10985;10725;4095
10995;10725;4095
10985;10735;4095
10995;10735;4095
11005;10725;4085
11015;10725;4085
11005;10735;4085
11015;10735;4085
11005;10725;4095
11015;10725;4095
11005;10735;4095
11015;10735;4095
11025;10725;4085
11035;10725;4085
11025;10735;4085
11035;10735;4085
11025;10725;4095
11035;10725;4095
11025;10735;4095
11035;10735;4095
11045;10725;4085
11055;10725;4085
11045;10735;4085
11055;10735;4085
11045;10725;4095
11055;10725;4095
11045;10735;4095
11055;10735;4095
11065;10725;4085
11075;10725;4085
11065;10735;4085
11075;10735;4085
11065;10725;4095
11075;10725;4095
11065;10735;4095
11075;10735;4095
10595;10745;4085
10585;10755;4085
10595;10755;4085
10605;10745;4085
10615;10745;4085
10605;10755;4085
10615;10755;4085
10625;10745;4085
10635;10745;4085
10625;10755;4085
10635;10755;4085
10645;10745;4085
10655;10745;4085
10645;10755;4085
10655;10755;4085
10665;10745;4085
10675;10745;4085
10665;10755;4085
10675;10755;4085
10685;10745;4085
10695;10745;4085
10685;10755;4085
10695;10755;4085
10705;10745;4085
10715;10745;4085
10705;10755;4085
10715;10755;4085
10725;10745;4085
10735;10745;4085
10725;10755;4085
10735;10755;4085
10745;10745;4085
10755;10745;4085
10745;10755;4085
10755;10755;4085
10745;10745;4095
10755;10745;4095
10745;10755;4095
10755;10755;4095
10765;10745;4085
10775;10745;4085
10765;10755;4085
10775;10755;4085
10765;10745;4095
10775;10745;4095
10765;10755;4095
10775;10755;4095
10785;10745;4085
10795;10745;4085
10785;10755;4085
10795;10755;4085
10785;10745;4095
10795;10745;4095
10785;10755;4095
10795;10755;4095
10805;10745;4085
10815;10745;4085
10805;10755;4085
10815;10755;4085
10805;10745;4095
10815;10745;4095
10805;10755;4095
10815;10755;4095
10825;10745;4085
10835;10745;4085
10825;10755;4085
10835;10755;4085
10825;10745;4095
10835;10745;4095
10825;10755;4095
10835;10755;4095
10845;10745;4085
10855;10745;4085
10845;10755;4085
10855;10755;4085
10845;10745;4095
10855;10745;4095
10845;10755;4095
10855;10755;4095
10865;10745;4085
10875;10745;4085
10865;10755;4085
10875;10755;4085
10865;10745;4095
10875;10745;4095
10865;10755;4095
10875;10755;4095
10885;10745;4085
10895;10745;4085
10885;10755;4085
10895;10755;4085
10885;10745;4095
10895;10745;4095
10885;10755;4095
10895;10755;4095
10905;10745;4085
10915;10745;4085
10905;10755;4085
10915;10755;4085
10905;10745;4095
10915;10745;4095
10905;10755;4095
10915;10755;4095
10925;10745;4085
10935;10745;4085
10925;10755;4085
10935;10755;4085
10925;10745;4095
10935;10745;4095
10925;10755;4095
10935;10755;4095
10945;10745;4085
10955;10745;4085
10945;10755;4085
10955;10755;4085
10945;10745;4095
10955;10745;4095
10945;10755;4095
10955;10755;4095
10965;10745;4085
10975;10745;4085
10965;10755;4085
10975;10755;4085
10965;10745;4095
10975;10745;4095
10965;10755;4095
10975;10755;4095
10985;10745;4085
10995;10745;4085
10985;10755;4085
10995;10755;4085
10985;10745;4095
10995;10745;4095
10985;10755;4095
10995;10755;4095
11005;10745;4085
11015;10745;4085
11005;10755;4085
11015;10755;4085
11005;10745;4095
11015;10745;4095
11005;10755;4095
11015;10755;4095
11025;10745;4085
11035;10745;4085
11025;10755;4085
11035;10755;4085
11025;10745;4095
11035;10745;4095
11025;10755;4095
11035;10755;4095
11045;10745;4085
11055;10745;4085
11045;10755;4085
11055;10755;4085
11045;10745;4095
11055;10745;4095
11045;10755;4095
11055;10755;4095
11065;10745;4085
11075;10745;4085
11065;10755;4085
11075;10755;4085
11065;10745;4095
11075;10745;4095
11065;10755;4095
11075;10755;4095
10575;10765;4085
10565;10775;4085
10575;10775;4085
10585;10765;4085
10595;10765;4085
10585;10775;4085
10595;10775;4085
10605;10765;4085
10615;10765;4085
10605;10775;4085
10615;10775;4085
10625;10765;4085
10635;10765;4085
10625;10775;4085
10635;10775;4085
10645;10765;4085
10655;10765;4085
10645;10775;4085
10655;10775;4085
10665;10765;4085
10675;10765;4085
10665;10775;4085
10675;10775;4085
10685;10765;4085
10695;10765;4085
10685;10775;4085
10695;10775;4085
10705;10765;4085
10715;10765;4085
10705;10775;4085
10715;10775;4085
10725;10765;4085
10735;10765;4085
10725;10775;4085
10735;10775;4085
10735;10765;4095
10725;10775;4095
10735;10775;4095
10745;10765;4085
10755;10765;4085
10745;10775;4085
10755;10775;4085
10745;10765;4095
10755;10765;4095
10745;10775;4095
10755;10775;4095
10765;10765;4085
10775;10765;4085
10765;10775;4085
10775;10775;4085
10765;10765;4095
10775;10765;4095
10765;10775;4095
10775;10775;4095
10785;10765;4085
10795;10765;4085
10785;10775;4085
10795;10775;4085
10785;10765;4095
10795;10765;4095
10785;10775;4095
10795;10775;4095
10805;10765;4085
10815;10765;4085
10805;10775;4085
10815;10775;4085
10805;10765;4095
10815;10765;4095
10805;10775;4095
10815;10775;4095
10825;10765;4085
10835;10765;4085
10825;10775;4085
10835;10775;4085
10825;10765;4095
10835;10765;4095
10825;10775;4095
10835;10775;4095
10845;10765;4085
10855;10765;4085
10845;10775;4085
10855;10775;4085
10845;10765;4095
10855;10765;4095
10845;10775;4095
10855;10775;4095
10865;10765;4085
10875;10765;4085
10865;10775;4085
10875;10775;4085
10865;10765;4095
10875;10765;4095
10865;10775;4095
10875;10775;4095
10885;10765;4085
10895;10765;4085
10885;10775;4085
10895;10775;4085
10885;10765;4095
10895;10765;4095
10885;10775;4095
10895;10775;4095
10905;10765;4085
10915;10765;4085
10905;10775;4085
10915;10775;4085
10905;10765;4095
10915;10765;4095
10905;10775;4095
10915;10775;4095
10925;10765;4085
10935;10765;4085
10925;10775;4085
10935;10775;4085
10925;10765;4095
10935;10765;4095
10925;10775;4095
10935;10775;4095
10945;10765;4085
10955;10765;4085
10945;10775;4085
10955;10775;4085
10945;10765;4095
10955;10765;4095
10945;10775;4095
10955;10775;4095
10965;10765;4085
10975;10765;4085
10965;10775;4085
10975;10775;4085
10965;10765;4095
10975;10765;4095
10965;10775;4095
10975;10775;4095
10985;10765;4085
10995;10765;4085
10985;10775;4085
10995;10775;4085
10985;10765;4095
10995;10765;4095
10985;10775;4095
10995;10775;4095
11005;10765;4085
11015;10765;4085
11005;10775;4085
11015;10775;4085
11005;10765;4095
11015;10765;4095
11005;10775;4095
11015;10775;4095
11025;10765;4085
11035;10765;4085
11025;10775;4085
11035;10775;4085
11025;10765;4095
11035;10765;4095
11025;10775;4095
11035;10775;4095
11045;10765;4085
11055;10765;4085
11045;10775;4085
11055;10775;4085
11045;10765;4095
11055;10765;4095
11045;10775;4095
11055;10775;4095
11065;10765;4085
11065;10775;4085
11065;10765;4095
11065;10775;4095
10535;10795;4085
10555;10785;4085
10545;10795;4085
10555;10795;4085
10565;10785;4085
10575;10785;4085
10565;10795;4085
10575;10795;4085
10585;10785;4085
10595;10785;4085
10585;10795;4085
10595;10795;4085
10605;10785;4085
10615;10785;4085
10605;10795;4085
10615;10795;4085
10625;10785;4085
10635;10785;4085
10625;10795;4085
10635;10795;4085
10645;10785;4085
10655;10785;4085
10645;10795;4085
10655;10795;4085
10665;10785;4085
10675;10785;4085
10665;10795;4085
10675;10795;4085
10685;10785;4085
10695;10785;4085
10685;10795;4085
10695;10795;4085
10705;10785;4085
10715;10785;4085
10705;10795;4085
10715;10795;4085
10715;10785;4095
10705;10795;4095
10715;10795;4095
10725;10785;4085
