midx;midy;midz
10525;11065;3955
10535;11065;3955
10545;11065;3955
10555;11065;3955
10565;11065;3945
10575;11065;3945
10565;11065;3955
10575;11065;3955
10585;11065;3945
10595;11065;3945
10585;11065;3955
10595;11065;3955
10605;11065;3945
10615;11065;3945
10605;11065;3955
10615;11065;3955
10625;11065;3945
10635;11065;3945
10625;11065;3955
10635;11065;3955
10645;11065;3945
10655;11065;3945
10645;11065;3955
10655;11065;3955
10665;11065;3945
10675;11065;3945
10665;11065;3955
10675;11065;3955
10685;11065;3945
10695;11065;3945
10695;11075;3945
10685;11065;3955
10695;11065;3955
10695;11075;3955
10705;11065;3945
10715;11065;3945
10705;11075;3945
10715;11075;3945
10705;11065;3955
10715;11065;3955
10705;11075;3955
10715;11075;3955
10725;11065;3945
10735;11065;3945
10725;11075;3945
10735;11075;3945
10725;11065;3955
10735;11065;3955
10725;11075;3955
10735;11075;3955
10745;11065;3945
10755;11065;3945
10745;11075;3945
10755;11075;3945
10745;11065;3955
10755;11065;3955
10745;11075;3955
10755;11075;3955
10765;11065;3945
10775;11065;3945
10765;11075;3945
10775;11075;3945
10765;11065;3955
10775;11065;3955
10765;11075;3955
10775;11075;3955
10785;11065;3945
10795;11065;3945
10785;11075;3945
10795;11075;3945
10785;11065;3955
10795;11065;3955
10785;11075;3955
10795;11075;3955
10805;11065;3945
10815;11065;3945
10805;11075;3945
10815;11075;3945
10805;11065;3955
10815;11065;3955
10805;11075;3955
10815;11075;3955
10825;11065;3945
10835;11065;3945
10825;11075;3945
10835;11075;3945
10825;11065;3955
10835;11065;3955
10825;11075;3955
10835;11075;3955
10845;11065;3945
10855;11065;3945
10845;11075;3945
10845;11065;3955
10855;11065;3955
10845;11075;3955
10865;11065;3955
10765;11085;3945
10775;11085;3945
10765;11085;3955
10775;11085;3955
10785;11085;3945
10795;11085;3945
10785;11085;3955
10795;11085;3955
10805;11085;3945
10815;11085;3945
10805;11085;3955
10575;10455;3975
10585;10455;3975
10595;10455;3975
10605;10455;3975
10615;10455;3975
10625;10455;3965
10635;10455;3965
10625;10455;3975
10635;10455;3975
10645;10455;3965
10655;10455;3965
10645;10455;3975
10655;10455;3975
10665;10455;3965
10675;10455;3965
10665;10455;3975
10675;10455;3975
10685;10455;3965
10695;10455;3965
10685;10455;3975
10695;10455;3975
10705;10455;3965
10715;10455;3965
10705;10455;3975
10715;10455;3975
10725;10455;3965
10735;10455;3965
10725;10455;3975
10735;10455;3975
10745;10455;3965
10755;10455;3965
10745;10455;3975
10755;10455;3975
10765;10455;3965
10775;10455;3965
10765;10455;3975
10775;10455;3975
10785;10455;3965
10795;10455;3965
10785;10455;3975
10795;10455;3975
10805;10455;3965
10815;10455;3965
10805;10455;3975
10815;10455;3975
10825;10455;3965
10835;10455;3965
10825;10455;3975
10835;10455;3975
10845;10455;3965
10855;10455;3965
10845;10455;3975
10855;10455;3975
10865;10455;3965
10875;10455;3965
10865;10455;3975
10875;10455;3975
10885;10455;3965
10895;10455;3965
10885;10455;3975
10895;10455;3975
10905;10455;3965
10915;10455;3965
10905;10455;3975
10915;10455;3975
10925;10455;3965
10925;10455;3975
10935;10455;3975
10945;10455;3975
10955;10455;3975
10505;10475;3975
10515;10475;3975
10535;10475;3965
10525;10465;3975
10535;10465;3975
10525;10475;3975
10535;10475;3975
10545;10475;3965
10555;10475;3965
10545;10465;3975
10555;10465;3975
10545;10475;3975
10555;10475;3975
10565;10465;3965
10575;10465;3965
10565;10475;3965
10575;10475;3965
10565;10465;3975
10575;10465;3975
10565;10475;3975
10575;10475;3975
10585;10465;3965
10595;10465;3965
10585;10475;3965
10595;10475;3965
10585;10465;3975
10595;10465;3975
10585;10475;3975
10595;10475;3975
10605;10465;3965
10615;10465;3965
10605;10475;3965
10615;10475;3965
10605;10465;3975
10615;10465;3975
10605;10475;3975
10615;10475;3975
10625;10465;3965
10635;10465;3965
10625;10475;3965
10635;10475;3965
10625;10465;3975
10635;10465;3975
10625;10475;3975
10635;10475;3975
10645;10465;3965
10655;10465;3965
10645;10475;3965
10655;10475;3965
10645;10465;3975
10655;10465;3975
10645;10475;3975
10655;10475;3975
10665;10465;3965
10675;10465;3965
10665;10475;3965
10675;10475;3965
10665;10465;3975
10675;10465;3975
10665;10475;3975
10675;10475;3975
10685;10465;3965
10695;10465;3965
10685;10475;3965
10695;10475;3965
10685;10465;3975
10695;10465;3975
10685;10475;3975
10695;10475;3975
10705;10465;3965
10715;10465;3965
10705;10475;3965
10715;10475;3965
10705;10465;3975
10715;10465;3975
10705;10475;3975
10715;10475;3975
10725;10465;3965
10735;10465;3965
10725;10475;3965
10735;10475;3965
10725;10465;3975
10735;10465;3975
10725;10475;3975
10735;10475;3975
10745;10465;3965
10755;10465;3965
10745;10475;3965
10755;10475;3965
10745;10465;3975
10755;10465;3975
10745;10475;3975
10755;10475;3975
10765;10465;3965
10775;10465;3965
10765;10475;3965
10775;10475;3965
10765;10465;3975
10775;10465;3975
10765;10475;3975
10775;10475;3975
10785;10465;3965
10795;10465;3965
10785;10475;3965
10795;10475;3965
10785;10465;3975
10795;10465;3975
10785;10475;3975
10795;10475;3975
10805;10465;3965
10815;10465;3965
10805;10475;3965
10815;10475;3965
10805;10465;3975
10815;10465;3975
10805;10475;3975
10815;10475;3975
10825;10465;3965
10835;10465;3965
10825;10475;3965
10835;10475;3965
10825;10465;3975
10835;10465;3975
10825;10475;3975
10835;10475;3975
10845;10465;3965
10855;10465;3965
10845;10475;3965
10855;10475;3965
10845;10465;3975
10855;10465;3975
10845;10475;3975
10855;10475;3975
10865;10465;3965
10875;10465;3965
10865;10475;3965
10875;10475;3965
10865;10465;3975
10875;10465;3975
10865;10475;3975
10875;10475;3975
10885;10465;3965
10895;10465;3965
10885;10475;3965
10895;10475;3965
10885;10465;3975
10895;10465;3975
10885;10475;3975
10895;10475;3975
10905;10465;3965
10915;10465;3965
10905;10475;3965
10915;10475;3965
10905;10465;3975
10915;10465;3975
10905;10475;3975
10915;10475;3975
10925;10465;3965
10935;10465;3965
10925;10475;3965
10935;10475;3965
10925;10465;3975
10935;10465;3975
10925;10475;3975
10935;10475;3975
10945;10465;3965
10955;10465;3965
10945;10475;3965
10955;10475;3965
10945;10465;3975
10955;10465;3975
10945;10475;3975
10955;10475;3975
10965;10475;3965
10965;10465;3975
10975;10465;3975
10965;10475;3975
10975;10475;3975
10985;10475;3975
10475;10495;3975
10485;10485;3975
10495;10485;3975
10485;10495;3975
10495;10495;3975
10515;10485;3965
10505;10495;3965
10515;10495;3965
10505;10485;3975
10515;10485;3975
10505;10495;3975
10515;10495;3975
10525;10485;3965
10535;10485;3965
10525;10495;3965
10535;10495;3965
10525;10485;3975
10535;10485;3975
10525;10495;3975
10535;10495;3975
10545;10485;3965
10555;10485;3965
10545;10495;3965
10555;10495;3965
10545;10485;3975
10555;10485;3975
10545;10495;3975
10555;10495;3975
10565;10485;3965
10575;10485;3965
10565;10495;3965
10575;10495;3965
10565;10485;3975
10575;10485;3975
10565;10495;3975
10575;10495;3975
10585;10485;3965
10595;10485;3965
10585;10495;3965
10595;10495;3965
10585;10485;3975
10595;10485;3975
10585;10495;3975
10595;10495;3975
10605;10485;3965
10615;10485;3965
10605;10495;3965
10615;10495;3965
10605;10485;3975
10615;10485;3975
10605;10495;3975
10615;10495;3975
10625;10485;3965
10635;10485;3965
10625;10495;3965
10635;10495;3965
10625;10485;3975
10635;10485;3975
10625;10495;3975
10635;10495;3975
10645;10485;3965
10655;10485;3965
10645;10495;3965
10655;10495;3965
10645;10485;3975
10655;10485;3975
10645;10495;3975
10655;10495;3975
10665;10485;3965
10675;10485;3965
10665;10495;3965
10675;10495;3965
10665;10485;3975
10675;10485;3975
10665;10495;3975
10675;10495;3975
10685;10485;3965
10695;10485;3965
10685;10495;3965
10695;10495;3965
10685;10485;3975
10695;10485;3975
10685;10495;3975
10695;10495;3975
10705;10485;3965
10715;10485;3965
10705;10495;3965
10715;10495;3965
10705;10485;3975
10715;10485;3975
10705;10495;3975
10715;10495;3975
10725;10485;3965
10735;10485;3965
10725;10495;3965
10735;10495;3965
10725;10485;3975
10735;10485;3975
10725;10495;3975
10735;10495;3975
10745;10485;3965
10755;10485;3965
10745;10495;3965
10755;10495;3965
10745;10485;3975
10755;10485;3975
10745;10495;3975
10755;10495;3975
10765;10485;3965
10775;10485;3965
10765;10495;3965
10775;10495;3965
10765;10485;3975
10775;10485;3975
10765;10495;3975
10775;10495;3975
10785;10485;3965
10795;10485;3965
10785;10495;3965
10795;10495;3965
10785;10485;3975
10795;10485;3975
10785;10495;3975
10795;10495;3975
10805;10485;3965
10815;10485;3965
10805;10495;3965
10815;10495;3965
10805;10485;3975
10815;10485;3975
10805;10495;3975
10815;10495;3975
10825;10485;3965
10835;10485;3965
10825;10495;3965
10835;10495;3965
10825;10485;3975
10835;10485;3975
10825;10495;3975
10835;10495;3975
10845;10485;3965
10855;10485;3965
10845;10495;3965
10855;10495;3965
10845;10485;3975
10855;10485;3975
10845;10495;3975
10855;10495;3975
10865;10485;3965
10875;10485;3965
10865;10495;3965
10875;10495;3965
10865;10485;3975
10875;10485;3975
10865;10495;3975
10875;10495;3975
10885;10485;3965
10895;10485;3965
10885;10495;3965
10895;10495;3965
10885;10485;3975
10895;10485;3975
10885;10495;3975
10895;10495;3975
10905;10485;3965
10915;10485;3965
10905;10495;3965
10915;10495;3965
10905;10485;3975
10915;10485;3975
10905;10495;3975
10915;10495;3975
10925;10485;3965
10935;10485;3965
10925;10495;3965
10935;10495;3965
10925;10485;3975
10935;10485;3975
10925;10495;3975
10935;10495;3975
10945;10485;3965
10955;10485;3965
10945;10495;3965
10955;10495;3965
10945;10485;3975
10955;10485;3975
10945;10495;3975
10955;10495;3975
10965;10485;3965
10975;10485;3965
10965;10495;3965
10975;10495;3965
10965;10485;3975
10975;10485;3975
10965;10495;3975
10975;10495;3975
10985;10495;3965
10985;10485;3975
10995;10485;3975
10985;10495;3975
10995;10495;3975
11005;10495;3975
10475;10505;3975
10465;10515;3975
10475;10515;3975
10495;10505;3965
10485;10515;3965
10495;10515;3965
10485;10505;3975
10495;10505;3975
10485;10515;3975
10495;10515;3975
10505;10505;3965
10515;10505;3965
10505;10515;3965
10515;10515;3965
10505;10505;3975
10515;10505;3975
10505;10515;3975
10515;10515;3975
10525;10505;3965
10535;10505;3965
10525;10515;3965
10535;10515;3965
10525;10505;3975
10535;10505;3975
10525;10515;3975
10535;10515;3975
10545;10505;3965
10555;10505;3965
10545;10515;3965
10555;10515;3965
10545;10505;3975
10555;10505;3975
10545;10515;3975
10555;10515;3975
10565;10505;3965
10575;10505;3965
10565;10515;3965
10575;10515;3965
10565;10505;3975
10575;10505;3975
10565;10515;3975
10575;10515;3975
10585;10505;3965
10595;10505;3965
10585;10515;3965
10595;10515;3965
10585;10505;3975
10595;10505;3975
10585;10515;3975
10595;10515;3975
10605;10505;3965
10615;10505;3965
10605;10515;3965
10615;10515;3965
10605;10505;3975
10615;10505;3975
10605;10515;3975
10615;10515;3975
10625;10505;3965
10635;10505;3965
10625;10515;3965
10635;10515;3965
10625;10505;3975
10635;10505;3975
10625;10515;3975
10635;10515;3975
10645;10505;3965
10655;10505;3965
10645;10515;3965
10655;10515;3965
10645;10505;3975
10655;10505;3975
10645;10515;3975
10655;10515;3975
10665;10505;3965
10675;10505;3965
10665;10515;3965
10675;10515;3965
10665;10505;3975
10675;10505;3975
10665;10515;3975
10675;10515;3975
10685;10505;3965
10695;10505;3965
10685;10515;3965
10695;10515;3965
10685;10505;3975
10695;10505;3975
10685;10515;3975
10695;10515;3975
10705;10505;3965
10715;10505;3965
10705;10515;3965
10715;10515;3965
10705;10505;3975
10715;10505;3975
10705;10515;3975
10715;10515;3975
10725;10505;3965
10735;10505;3965
10725;10515;3965
10735;10515;3965
10725;10505;3975
10735;10505;3975
10725;10515;3975
10735;10515;3975
10745;10505;3965
10755;10505;3965
10745;10515;3965
10755;10515;3965
10745;10505;3975
10755;10505;3975
10745;10515;3975
10755;10515;3975
10765;10505;3965
10775;10505;3965
10765;10515;3965
10775;10515;3965
10765;10505;3975
10775;10505;3975
10765;10515;3975
10775;10515;3975
10785;10505;3965
10795;10505;3965
10785;10515;3965
10795;10515;3965
10785;10505;3975
10795;10505;3975
10785;10515;3975
10795;10515;3975
10805;10505;3965
10815;10505;3965
10805;10515;3965
10815;10515;3965
10805;10505;3975
10815;10505;3975
10805;10515;3975
10815;10515;3975
10825;10505;3965
10835;10505;3965
10825;10515;3965
10835;10515;3965
10825;10505;3975
10835;10505;3975
10825;10515;3975
10835;10515;3975
10845;10505;3965
10855;10505;3965
10845;10515;3965
10855;10515;3965
10845;10505;3975
10855;10505;3975
10845;10515;3975
10855;10515;3975
10865;10505;3965
10875;10505;3965
10865;10515;3965
10875;10515;3965
10865;10505;3975
10875;10505;3975
10865;10515;3975
10875;10515;3975
10885;10505;3965
10895;10505;3965
10885;10515;3965
10895;10515;3965
10885;10505;3975
10895;10505;3975
10885;10515;3975
10895;10515;3975
10905;10505;3965
10915;10505;3965
10905;10515;3965
10915;10515;3965
10905;10505;3975
10915;10505;3975
10905;10515;3975
10915;10515;3975
10925;10505;3965
10935;10505;3965
10925;10515;3965
10935;10515;3965
10925;10505;3975
10935;10505;3975
10925;10515;3975
10935;10515;3975
10945;10505;3965
10955;10505;3965
10945;10515;3965
10955;10515;3965
10945;10505;3975
10955;10505;3975
10945;10515;3975
10955;10515;3975
10965;10505;3965
10975;10505;3965
10965;10515;3965
10975;10515;3965
10965;10505;3975
10975;10505;3975
10965;10515;3975
10975;10515;3975
10985;10505;3965
10985;10515;3965
10995;10515;3965
10985;10505;3975
10995;10505;3975
10985;10515;3975
10995;10515;3975
11005;10505;3975
11005;10515;3975
11015;10515;3975
10455;10525;3975
10455;10535;3975
10475;10525;3965
10475;10535;3965
10465;10525;3975
10475;10525;3975
10465;10535;3975
10475;10535;3975
10485;10525;3965
10495;10525;3965
10485;10535;3965
10495;10535;3965
10485;10525;3975
10495;10525;3975
10485;10535;3975
10495;10535;3975
10505;10525;3965
10515;10525;3965
10505;10535;3965
10515;10535;3965
10505;10525;3975
10515;10525;3975
10505;10535;3975
10515;10535;3975
10525;10525;3965
10535;10525;3965
10525;10535;3965
10535;10535;3965
10525;10525;3975
10535;10525;3975
10525;10535;3975
10535;10535;3975
10545;10525;3965
10555;10525;3965
10545;10535;3965
10555;10535;3965
10545;10525;3975
10555;10525;3975
10545;10535;3975
10555;10535;3975
10565;10525;3965
10575;10525;3965
10565;10535;3965
10575;10535;3965
10565;10525;3975
10575;10525;3975
10565;10535;3975
10575;10535;3975
10585;10525;3965
10595;10525;3965
10585;10535;3965
10595;10535;3965
10585;10525;3975
10595;10525;3975
10585;10535;3975
10595;10535;3975
10605;10525;3965
10615;10525;3965
10605;10535;3965
10615;10535;3965
10605;10525;3975
10615;10525;3975
10605;10535;3975
10615;10535;3975
10625;10525;3965
10635;10525;3965
10625;10535;3965
10635;10535;3965
10625;10525;3975
10635;10525;3975
10625;10535;3975
10635;10535;3975
10645;10525;3965
10655;10525;3965
10645;10535;3965
10655;10535;3965
10645;10525;3975
10655;10525;3975
10645;10535;3975
10655;10535;3975
10665;10525;3965
10675;10525;3965
10665;10535;3965
10675;10535;3965
10665;10525;3975
10675;10525;3975
10665;10535;3975
10675;10535;3975
10685;10525;3965
10695;10525;3965
10685;10535;3965
10695;10535;3965
10685;10525;3975
10695;10525;3975
10685;10535;3975
10695;10535;3975
10705;10525;3965
10715;10525;3965
10705;10535;3965
10715;10535;3965
10705;10525;3975
10715;10525;3975
10705;10535;3975
10715;10535;3975
10725;10525;3965
10735;10525;3965
10725;10535;3965
10735;10535;3965
10725;10525;3975
10735;10525;3975
10725;10535;3975
10735;10535;3975
10745;10525;3965
10755;10525;3965
10745;10535;3965
10755;10535;3965
10745;10525;3975
10755;10525;3975
10745;10535;3975
10755;10535;3975
10765;10525;3965
10775;10525;3965
10765;10535;3965
10775;10535;3965
10765;10525;3975
10775;10525;3975
10765;10535;3975
10775;10535;3975
10785;10525;3965
10795;10525;3965
10785;10535;3965
10795;10535;3965
10785;10525;3975
10795;10525;3975
10785;10535;3975
10795;10535;3975
10805;10525;3965
10815;10525;3965
10805;10535;3965
10815;10535;3965
10805;10525;3975
10815;10525;3975
10805;10535;3975
10815;10535;3975
10825;10525;3965
10835;10525;3965
10825;10535;3965
10835;10535;3965
10825;10525;3975
10835;10525;3975
10825;10535;3975
10835;10535;3975
10845;10525;3965
10855;10525;3965
10845;10535;3965
10855;10535;3965
10845;10525;3975
10855;10525;3975
10845;10535;3975
10855;10535;3975
10865;10525;3965
10875;10525;3965
10865;10535;3965
10875;10535;3965
10865;10525;3975
10875;10525;3975
10865;10535;3975
10875;10535;3975
10885;10525;3965
10895;10525;3965
10885;10535;3965
10895;10535;3965
10885;10525;3975
10895;10525;3975
10885;10535;3975
10895;10535;3975
10905;10525;3965
10915;10525;3965
10905;10535;3965
10915;10535;3965
10905;10525;3975
10915;10525;3975
10905;10535;3975
10915;10535;3975
10925;10525;3965
10935;10525;3965
10925;10535;3965
10935;10535;3965
10925;10525;3975
10935;10525;3975
10925;10535;3975
10935;10535;3975
10945;10525;3965
10955;10525;3965
10945;10535;3965
10955;10535;3965
10945;10525;3975
10955;10525;3975
10945;10535;3975
10955;10535;3975
10965;10525;3965
10975;10525;3965
10965;10535;3965
10975;10535;3965
10965;10525;3975
10975;10525;3975
10965;10535;3975
10975;10535;3975
10985;10525;3965
10995;10525;3965
10985;10535;3965
10995;10535;3965
10985;10525;3975
10995;10525;3975
10985;10535;3975
10995;10535;3975
11005;10525;3975
11015;10525;3975
11005;10535;3975
11015;10535;3975
10445;10545;3975
10455;10545;3975
10445;10555;3975
10455;10555;3975
10465;10545;3965
10475;10545;3965
10465;10555;3965
10475;10555;3965
10465;10545;3975
10475;10545;3975
10465;10555;3975
10475;10555;3975
10485;10545;3965
10495;10545;3965
10485;10555;3965
10495;10555;3965
10485;10545;3975
10495;10545;3975
10485;10555;3975
10495;10555;3975
10505;10545;3965
10515;10545;3965
10505;10555;3965
10515;10555;3965
10505;10545;3975
10515;10545;3975
10505;10555;3975
10515;10555;3975
10525;10545;3965
10535;10545;3965
10525;10555;3965
10535;10555;3965
10525;10545;3975
10535;10545;3975
10525;10555;3975
10535;10555;3975
10545;10545;3965
10555;10545;3965
10545;10555;3965
10555;10555;3965
10545;10545;3975
10555;10545;3975
10545;10555;3975
10555;10555;3975
10565;10545;3965
10575;10545;3965
10565;10555;3965
10575;10555;3965
10565;10545;3975
10575;10545;3975
10565;10555;3975
10575;10555;3975
10585;10545;3965
10595;10545;3965
10585;10555;3965
10595;10555;3965
10585;10545;3975
10595;10545;3975
10585;10555;3975
10595;10555;3975
10605;10545;3965
10615;10545;3965
10605;10555;3965
10615;10555;3965
10605;10545;3975
10615;10545;3975
10605;10555;3975
10615;10555;3975
10625;10545;3965
10635;10545;3965
10625;10555;3965
10635;10555;3965
10625;10545;3975
10635;10545;3975
10625;10555;3975
10635;10555;3975
10645;10545;3965
10655;10545;3965
10645;10555;3965
10655;10555;3965
10645;10545;3975
10655;10545;3975
10645;10555;3975
10655;10555;3975
10665;10545;3965
10675;10545;3965
10665;10555;3965
10675;10555;3965
10665;10545;3975
10675;10545;3975
10665;10555;3975
10675;10555;3975
10685;10545;3965
10695;10545;3965
10685;10555;3965
10695;10555;3965
10685;10545;3975
10695;10545;3975
10685;10555;3975
10695;10555;3975
10705;10545;3965
10715;10545;3965
10705;10555;3965
10715;10555;3965
10705;10545;3975
10715;10545;3975
10705;10555;3975
10715;10555;3975
10725;10545;3965
10735;10545;3965
10725;10555;3965
10735;10555;3965
10725;10545;3975
10735;10545;3975
10725;10555;3975
10735;10555;3975
10745;10545;3965
10755;10545;3965
10745;10555;3965
10755;10555;3965
10745;10545;3975
10755;10545;3975
10745;10555;3975
10755;10555;3975
10765;10545;3965
10775;10545;3965
10765;10555;3965
10775;10555;3965
10765;10545;3975
10775;10545;3975
10765;10555;3975
10775;10555;3975
10785;10545;3965
10795;10545;3965
10785;10555;3965
10795;10555;3965
10785;10545;3975
10795;10545;3975
10785;10555;3975
10795;10555;3975
10805;10545;3965
10815;10545;3965
10805;10555;3965
10815;10555;3965
10805;10545;3975
10815;10545;3975
10805;10555;3975
10815;10555;3975
10825;10545;3965
10835;10545;3965
10825;10555;3965
10835;10555;3965
10825;10545;3975
10835;10545;3975
10825;10555;3975
10835;10555;3975
10845;10545;3965
10855;10545;3965
10845;10555;3965
10855;10555;3965
10845;10545;3975
10855;10545;3975
10845;10555;3975
10855;10555;3975
10865;10545;3965
10875;10545;3965
10865;10555;3965
10875;10555;3965
10865;10545;3975
10875;10545;3975
10865;10555;3975
10875;10555;3975
10885;10545;3965
10895;10545;3965
10885;10555;3965
10895;10555;3965
10885;10545;3975
10895;10545;3975
10885;10555;3975
10895;10555;3975
10905;10545;3965
10915;10545;3965
10905;10555;3965
10915;10555;3965
10905;10545;3975
10915;10545;3975
10905;10555;3975
10915;10555;3975
10925;10545;3965
10935;10545;3965
10925;10555;3965
10935;10555;3965
10925;10545;3975
10935;10545;3975
10925;10555;3975
10935;10555;3975
10945;10545;3965
10955;10545;3965
10945;10555;3965
10955;10555;3965
10945;10545;3975
10955;10545;3975
10945;10555;3975
10955;10555;3975
10965;10545;3965
10975;10545;3965
10965;10555;3965
10975;10555;3965
10965;10545;3975
10975;10545;3975
10965;10555;3975
10975;10555;3975
10985;10545;3965
10995;10545;3965
10985;10555;3965
10995;10555;3965
10985;10545;3975
10995;10545;3975
10985;10555;3975
10995;10555;3975
11005;10545;3975
11015;10545;3975
11005;10555;3975
11015;10555;3975
10435;10565;3975
10435;10575;3975
10455;10565;3965
10455;10575;3965
10445;10565;3975
10455;10565;3975
10445;10575;3975
10455;10575;3975
10465;10565;3965
10475;10565;3965
10465;10575;3965
10475;10575;3965
10465;10565;3975
10475;10565;3975
10465;10575;3975
10475;10575;3975
10485;10565;3965
10495;10565;3965
10485;10575;3965
10495;10575;3965
10485;10565;3975
10495;10565;3975
10485;10575;3975
10495;10575;3975
10505;10565;3965
10515;10565;3965
10505;10575;3965
10515;10575;3965
10505;10565;3975
10515;10565;3975
10505;10575;3975
10515;10575;3975
10525;10565;3965
10535;10565;3965
10525;10575;3965
10535;10575;3965
10525;10565;3975
10535;10565;3975
10525;10575;3975
10535;10575;3975
10545;10565;3965
10555;10565;3965
10545;10575;3965
10555;10575;3965
10545;10565;3975
10555;10565;3975
10545;10575;3975
10555;10575;3975
10565;10565;3965
10575;10565;3965
10565;10575;3965
10575;10575;3965
10565;10565;3975
10575;10565;3975
10565;10575;3975
10575;10575;3975
10585;10565;3965
10595;10565;3965
10585;10575;3965
10595;10575;3965
10585;10565;3975
10595;10565;3975
10585;10575;3975
10595;10575;3975
10605;10565;3965
10615;10565;3965
10605;10575;3965
10615;10575;3965
10605;10565;3975
10615;10565;3975
10605;10575;3975
10615;10575;3975
10625;10565;3965
10635;10565;3965
10625;10575;3965
10635;10575;3965
10625;10565;3975
10635;10565;3975
10625;10575;3975
10635;10575;3975
10645;10565;3965
10655;10565;3965
10645;10575;3965
10655;10575;3965
10645;10565;3975
10655;10565;3975
10645;10575;3975
10655;10575;3975
10665;10565;3965
10675;10565;3965
10665;10575;3965
10675;10575;3965
10665;10565;3975
10675;10565;3975
10665;10575;3975
10675;10575;3975
10685;10565;3965
10695;10565;3965
10685;10575;3965
10695;10575;3965
10685;10565;3975
10695;10565;3975
10685;10575;3975
10695;10575;3975
10705;10565;3965
10715;10565;3965
10705;10575;3965
10715;10575;3965
10705;10565;3975
10715;10565;3975
10705;10575;3975
10715;10575;3975
10725;10565;3965
10735;10565;3965
10725;10575;3965
10735;10575;3965
10725;10565;3975
10735;10565;3975
10725;10575;3975
10735;10575;3975
10745;10565;3965
10755;10565;3965
10745;10575;3965
10755;10575;3965
10745;10565;3975
10755;10565;3975
10745;10575;3975
10755;10575;3975
10765;10565;3965
10775;10565;3965
10765;10575;3965
10775;10575;3965
10765;10565;3975
10775;10565;3975
10765;10575;3975
10775;10575;3975
10785;10565;3965
10795;10565;3965
10785;10575;3965
10795;10575;3965
10785;10565;3975
10795;10565;3975
10785;10575;3975
10795;10575;3975
10805;10565;3965
10815;10565;3965
10805;10575;3965
10815;10575;3965
10805;10565;3975
10815;10565;3975
10805;10575;3975
10815;10575;3975
10825;10565;3965
10835;10565;3965
10825;10575;3965
10835;10575;3965
10825;10565;3975
10835;10565;3975
10825;10575;3975
10835;10575;3975
10845;10565;3965
10855;10565;3965
10845;10575;3965
10855;10575;3965
10845;10565;3975
10855;10565;3975
10845;10575;3975
10855;10575;3975
10865;10565;3965
10875;10565;3965
10865;10575;3965
10875;10575;3965
10865;10565;3975
10875;10565;3975
10865;10575;3975
10875;10575;3975
10885;10565;3965
10895;10565;3965
10885;10575;3965
10895;10575;3965
10885;10565;3975
10895;10565;3975
10885;10575;3975
10895;10575;3975
10905;10565;3965
10915;10565;3965
10905;10575;3965
10915;10575;3965
10905;10565;3975
10915;10565;3975
10905;10575;3975
10915;10575;3975
10925;10565;3965
10935;10565;3965
10925;10575;3965
10935;10575;3965
10925;10565;3975
10935;10565;3975
10925;10575;3975
10935;10575;3975
10945;10565;3965
10955;10565;3965
10945;10575;3965
10955;10575;3965
10945;10565;3975
10955;10565;3975
10945;10575;3975
10955;10575;3975
10965;10565;3965
10975;10565;3965
10965;10575;3965
10975;10575;3965
10965;10565;3975
10975;10565;3975
10965;10575;3975
10975;10575;3975
10985;10565;3965
10995;10565;3965
10985;10575;3965
10995;10575;3965
10985;10565;3975
10995;10565;3975
10985;10575;3975
10995;10575;3975
11005;10565;3975
11015;10565;3975
11005;10575;3975
11015;10575;3975
10435;10585;3975
10425;10595;3975
10435;10595;3975
10455;10585;3965
10445;10595;3965
10455;10595;3965
10445;10585;3975
10455;10585;3975
10445;10595;3975
10455;10595;3975
10465;10585;3965
10475;10585;3965
10465;10595;3965
10475;10595;3965
10465;10585;3975
10475;10585;3975
10465;10595;3975
10475;10595;3975
10485;10585;3965
10495;10585;3965
10485;10595;3965
10495;10595;3965
10485;10585;3975
10495;10585;3975
10485;10595;3975
10495;10595;3975
10505;10585;3965
10515;10585;3965
10505;10595;3965
10515;10595;3965
10505;10585;3975
10515;10585;3975
10505;10595;3975
10515;10595;3975
10525;10585;3965
10535;10585;3965
10525;10595;3965
10535;10595;3965
10525;10585;3975
10535;10585;3975
10525;10595;3975
10535;10595;3975
10545;10585;3965
10555;10585;3965
10545;10595;3965
10555;10595;3965
10545;10585;3975
10555;10585;3975
10545;10595;3975
10555;10595;3975
10565;10585;3965
10575;10585;3965
10565;10595;3965
10575;10595;3965
10565;10585;3975
10575;10585;3975
10565;10595;3975
10575;10595;3975
10585;10585;3965
10595;10585;3965
10585;10595;3965
10595;10595;3965
10585;10585;3975
10595;10585;3975
10585;10595;3975
10595;10595;3975
10605;10585;3965
10615;10585;3965
10605;10595;3965
10615;10595;3965
10605;10585;3975
10615;10585;3975
10605;10595;3975
10615;10595;3975
10625;10585;3965
10635;10585;3965
10625;10595;3965
10635;10595;3965
10625;10585;3975
10635;10585;3975
10625;10595;3975
10635;10595;3975
10645;10585;3965
10655;10585;3965
10645;10595;3965
10655;10595;3965
10645;10585;3975
10655;10585;3975
10645;10595;3975
10655;10595;3975
10665;10585;3965
10675;10585;3965
10665;10595;3965
10675;10595;3965
10665;10585;3975
10675;10585;3975
10665;10595;3975
10675;10595;3975
10685;10585;3965
10695;10585;3965
10685;10595;3965
10695;10595;3965
10685;10585;3975
10695;10585;3975
10685;10595;3975
10695;10595;3975
10705;10585;3965
10715;10585;3965
10705;10595;3965
10715;10595;3965
10705;10585;3975
